salary,id,contractInfo,contractYear,conference
0.90,17176,2025 UDFA,3,1
1.38,15757,2022 3.12,1,1
6.38,7836,2024 B/R,1,1
0.90,17041,2025 UDFA,3,1
6.70,15346,2024 iEXT,3,1
1.09,17086,2025 3.20,4,1
3.70,15076,2024 iEXT,2,1
1.09,15796,2022 5.19,1,1
1,13124,2025 UFA,1,1
1,16292,2025 UFA,1,1
1.09,16698,2024 4.04,3,1
1.46,17047,2025 2.15,4,1
4.39,13157,2024 UFA,1,1
14.52,14136,2023 B/R,1,1
1.10,15975,2024 R/F,1,1
2.17,13431,2024 iEXT,2,1
1.67,16231,2023 2.11,2,1
1.13,16643,2024 3.18,3,1
1.10,13832,2025 ERFA,1,1
1.13,17031,2025 3.16,4,1
0.94,17139,2025 5.09,4,1
0.93,17167,2025 5.21,4,1
1.87,14215,2024 UFA,2,1
0.90,17116,2025 UDFA,3,1
1.80,13772,2025 UFA,1,1
1.64,17147,2025 2.10,4,1
1.90,14302,2025 UFA,1,1
0.99,17119,2025 4.11,4,1
6.27,16080,2024 UFA,1,1
3.41,15761,2022 4.21^,1,1
1.10,13744,2024 R/F,1,1
5.35,15428,2025 SRFA,3,1
0.94,16601,2024 UDFA,2,1
2.05,17039,2025 2.03,4,1
14.75,13839,2024 iEXT,1,1
1.90,14887,2025 UFA,1,1
14.71,14163,2025 oEXT,6,1
5.96,12767,2024 UFA,1,1
0.95,17178,2025 5.06,4,1
1.45,16234,2023 3.02,2,1
1.80,14080,2025 UFA,1,1
7.59,14412,2024 oEXT,1,1
1.51,16644,2024 2.13,3,1
1.52,17045,2025 2.13,4,1
1.90,11348,2025 UFA,1,1
1,14122,2025 R/F,2,1
0.94,16686,2024 UDFA,2,1
0.90,17175,2025 UDFA,3,1
0.98,17049,2025 4.14,4,1
26.21,15282,2025 5YO,1,1
13.29,11150,2023 UFA,1,1
1.80,10783,2025 UFA,1,1
4.56,13193,2025 UFA,2,1
0.98,16697,2024 5.16,3,1
1.54,16258,2023 2.15,2,1
1.20,16228,2023 3.19,2,1
12.97,13696,2024 oEXT,3,1
0.98,16708,2024 5.14,3,1
1.80,12301,2025 UFA,1,1
5.54,16185,2023 1.05,2,1
1,14956,2025 R/F,2,1
0.94,17182,2025 5.19,4,1
1.33,16165,2023 3.08,2,1
1.80,14257,2025 UFA,1,1
1,16870,2025 R/F,2,1
1.09,13987,2025 ERFA,1,1
33.68,15287,2024 iEXT,4,1
9.69,9431,2025 UFA,2,1
1.56,17132,2025 2.12,4,1
4.16,15259,2024 iEXT,2,1
0.98,16267,2023 UDFA,1,1
14.92,13298,2025 UFA,2,1
1.12,17118,2025 3.17,4,1
1.40,17114,2025 3.01,4,1
1.10,16729,2025 ERFA,1,1
5.35,15832,2022 4.03^,1,1
2,15003,2025 UFA,1,1
0.99,16642,2024 5.05,3,1
1,16269,2025 R/F,2,1
3.00,16150,2023 1.12,2,1
1.18,17126,2025 3.12,4,1
1.90,15362,2025 UFA,1,1
6.27,13630,2024 UFA,1,1
6.53,13690,2023 UFA,1,1
7.98,14148,2024 iEXT,1,1
1.12,16693,2024 3.19,3,1
5.96,14797,2024 oEXT,2,1
18.63,14778,2025 B/R,3,1
2.41,14200,2024 UFA,1,1
5.46,15856,2025 oEXT,2,1
16.97,14802,2025 oEXT,3,1
1,16817,2025 R/F,2,1
1.74,17106,2025 2.08,4,1
0.90,17085,2025 UDFA,3,1
1.00,16724,2024 4.23,3,1
1.90,10413,2025 UFA,1,1
5.35,15859,2025 SRFA,1,1
0.98,16717,2024 5.18,3,1
1.01,17157,2025 4.08,4,1
1.90,14918,2025 UFA,1,1
4.31,15806,2022 1.09,1,1
6.20,11938,2025 UFA,1,1
3.38,16618,2024 1.09,3,1
0.90,17143,2025 UDFA,3,1
1.80,14518,2025 UFA,1,1
1.10,12231,2024 R/F,1,1
1.87,17087,2025 UFA,2,1
1.14,15787,2022 4.19,1,1
0.98,16624,2024 5.17,3,1
4.41,16191,2025 oEXT,2,1
1.04,16236,2023 5.21,2,1
1.86,15788,2025 UFA,3,1
1.10,15051,2025 ERFA,1,1
1.04,16747,2024 4.10,3,1
1,14235,2025 R/F,2,1
1,15332,2025 R/F,2,1
1.40,16652,2024 3.01,3,1
0.98,16664,2024 5.15,3,1
1.90,16166,2025 UFA,1,1
1.10,16287,2024 R/F,1,1
1.10,17149,2025 3.19,4,1
1.17,16266,2023 4.04,2,1
1.04,16268,2023 5.17,2,1
1.91,16650,2024 2.04,3,1
5.38,16282,2024 SRFA,2,1
1.07,17151,2025 3.22,4,1
1,15981,2025 R/F,2,1
1.37,17052,2025 3.02,4,1
1,14675,2025 UFA,1,1
0.90,17160,2025 UDFA,3,1
1,16356,2025 UFA,1,1
5.38,14249,2024 SRFA,1,1
1.30,16230,2023 3.10,2,1
3.70,11723,2025 UFA,1,1
3,13692,2025 UFA,1,1
1.80,16788,2025 UFA,1,1
2.24,16653,2024 1.16,3,1
26.21,15284,2025 5YO,1,1
5.30,10775,2025 UFA,1,1
8.42,15711,2022 1.03,1,1
1,13306,2025 R/F,2,1
0.90,17174,2025 UDFA,3,1
1.60,17122,2025 2.11,4,1
3.41,15846,2022 2.12^,1,1
2.76,15815,2022 1.16,1,1
1.09,16704,2024 4.03,2,1
1.80,12263,2025 UFA,1,1
6.11,17030,2025 1.04,4,1
1.90,13920,2025 UFA,2,1
1.80,13707,2025 UFA,1,1
1,11768,2025 UFA,1,1
7.20,13743,2025 B/R,3,1
3.74,15742,2023 iEXT,2,1
3.10,17102,2025 1.11,4,1
1.00,16684,2024 5.01,3,1
0.94,16792,2024 UDFA,2,1
4.71,15789,2022 1.08,1,1
20.57,13214,2024 B/R,3,1
1.15,17131,2025 3.14,4,1
1.86,15387,2025 UFA,2,1
0.90,17177,2025 UDFA,3,1
1.80,15109,2025 UFA,1,1
1,15081,2025 R/F,2,1
1.11,16262,2023 4.11,2,1
3.41,15721,2022 2.08^,1,1
1,13760,2025 R/F,2,1
0.94,16633,2024 UDFA,2,1
1.80,16195,2025 UFA,1,1
1.03,16673,2024 4.13,3,1
19.21,14162,2023 oEXT,1,1
8.79,16579,2024 1.01,3,1
1.80,13959,2025 UFA,1,1
1.06,16284,2023 5.10,2,1
0.94,16719,2024 UDFA,2,1
1.04,16274,2023 5.26,2,1
6.45,15756,2022 1.05,1,1
1,16793,2025 R/F,2,1
2,15256,2025 UFA,1,1
1.35,17134,2025 3.03,4,1
3.41,15710,2022 5.13^,1,1
15,12225,2025 ORFAN,1,1
1,15391,2025 R/F,2,1
1.79,17113,2025 2.07,4,1
5.58,14221,2025 UFA,3,1
11.50,14157,2025 UFA,2,1
1,15857,2025 R/F,2,1
0.94,17096,2025 5.12,4,1
0.97,17146,2025 4.17,4,1
2.16,15694,2022 2.06,1,1
1.80,14283,2025 UFA,1,1
1.10,16432,2025 ERFA,1,1
5.18,15753,2022 1.07,1,1
5.42,14928,2025 B/R,2,1
1,14169,2025 UFA,1,1
1.04,16206,2023 5.22,2,1
1.17,16716,2024 3.14,3,1
1.75,16629,2024 2.07,3,1
5.30,10703,2025 UFA,1,1
2.53,16226,2023 1.15,2,1
9.12,14909,2025 B/R,2,1
1.80,14328,2025 UFA,1,1
0.94,16762,2024 UDFA,2,1
1,12140,2025 UFA,1,1
0.95,17145,2025 5.05,4,1
1,16346,2025 R/F,2,1
1,13266,2025 UFA,1,1
1.32,16241,2023 3.09,2,1
3.41,14947,2024 RRFA,1,1
1.11,15840,2022 5.01,1,1
1,11228,2025 UFA,1,1
1.80,13325,2025 UFA,1,1
0.94,17172,2025 5.15,4,1
1.87,15894,2024 UFA,2,1
3.67,16620,2024 1.08,3,1
1.29,16610,2024 3.06,3,1
1,16010,2025 R/F,2,1
1,15819,2025 UFA,1,1
7.21,16148,2023 1.03,2,1
1.28,16276,2023 3.12,2,1
1.90,14877,2025 UFA,1,1
1,14592,2025 R/F,2,1
