year,team,id,position,name,draft_team,draft_year,stats_global_id,twitter_username,cbs_id,fleaflicker_id,stats_id,status,sportsdata_id,height,rotoworld_id,rotowire_id,draft_round,weight,college,espn_id,jersey,birthdate,nfl_id,draft_pick
2021,FA,10324,S,"Gilchrist, Marcus",SDC,2011,401728,mgilchr,1262941,7412,24837,,80cd039e-08e5-48ef-935d-ac46db36460d,70,6615,7527,2,200,Clemson,14018,31,597560400,marcusgilchrist/2495153,18
2021,FA,10335,DT,"Casey, Jurrell",TEN,2011,459332,Jurrellc,1631879,,24864,,31b604a7-4f2e-4cfd-b040-5d749f7f5d5b,73,6440,7469,3,305,USC,14047,99,628837200,jurrellcasey/2495476,13
2021,LVR,10350,LB,"Wright, K.J.",SEA,2011,400107,KJ_WRIGHT34,1273493,,24886,,93ff0e6f-fee3-41d1-a913-6111cd9ebef1,76,6633,7483,4,246,Mississippi St.,14140,34,617173200,k.j.wright/2495252,2
2021,MIN,10354,TE,"Stocker, Luke",TBB,2011,334186,LukeStocker88,1125485,7589,24891,,5b712aed-201c-43dd-b978-b7b6ef91178e,77,6552,7413,4,253,Tennessee,14099,88,585118800,lukestocker/2495234,7
2021,BUF,10368,RB,"Jones, Taiwan",OAK,2011,386116,TaiwanJonesNFL,1682469,,24912,,adadafa1-dc37-486d-8538-7db1e1b5f71e,72,6499,7324,4,195,Eastern Washington,14167,36,585896400,taiwanjones/2495467,28
2021,FA,10369,RB,"Powell, Bilal",NYJ,2011,403060,,1265393,,24913,,4a38cda2-e92f-47f8-b324-0c34e09d83f2,70,6594,7367,4,204,Louisville,14129,29,593931600,bilalpowell/2495328,29
2021,FA,10378,RB,"Sherman, Anthony",ARI,2011,400947,Shermanator35,1277500,,24923,,e033ce15-9fc5-430b-90e2-90dfe52b21c1,70,6650,7560,5,242,Connecticut,14135,42,597819600,anthonysherman/2495340,5
2021,TEN,10379,CB,"Skrine, Buster",CLE,2011,387769,BusterSkrine,1687803,,24924,,639ff90f-285c-44a7-ba8d-6a47d0ecff71,69,6651,7623,5,185,Tennessee-Chattanooga,14139,24,609570000,busterskrine/2495343,6
2021,FA,10389,RB,"Lewis, Dion",PHI,2011,494724,DionLewis28,1664753,,24936,,b25ba2bd-80bd-4295-9034-cf9242fb207b,68,6483,7364,5,195,Pittsburgh,14198,33,654411600,dionlewis/2495469,18
2021,TBB,10393,CB,"Sherman, Richard",SEA,2011,332735,RSherman_25,1117823,7581,24941,,29ac0dbd-2d1c-40da-88ba-36f0d3856d05,75,6660,7600,5,205,Stanford,14086,25,575701200,richardsherman/2495507,23
2021,ATL,10398,TE,"Smith, Lee",NEP,2011,334184,,1276441,,24946,,cf23126f-055b-4617-819b-bb4bcb84541a,78,6665,7425,5,265,Marshall,14215,85,564469200,leesmith/2495347,28
2021,BAL,10402,DE,"McPhee, Pernell",BAL,2011,495524,,1664023,7546,24952,,4b62138a-e222-408c-8595-936d1a194eca,75,6671,7457,5,269,Mississippi St.,14202,90,598338000,pernellmcphee/2495201,34
2021,FA,10410,WR,"Harris, Dwayne",DAL,2011,324534,D_Harris17,1245905,7508,24963,,5ed2cea8-e0c6-482c-9ee1-548c06612226,70,6683,7385,6,215,East Carolina,14100,17,558766800,dwayneharris/2495159,11
2021,HOU,10413,QB,"Taylor, Tyrod",BAL,2011,399579,TyrodTaylor,1243338,7592,24967,,7f3ef024-eb34-46af-8b9e-544cdf09378f,73,6509,7357,6,217,Virginia Tech,14163,2,618123600,tyrodtaylor/2495240,15
2021,FA,10432,TE,"Green, Virgil",DEN,2011,323254,VGreen85,1130615,7502,24991,,6ef43c53-53d7-4b0f-ad99-17664d663ae8,77,6570,7416,7,255,Nevada,14085,88,586587600,virgilgreen/2495288,1
2021,NEP,10457,DT,"Guy, Lawrence",GBP,2011,461090,thatLGUY,1631775,,25020,,0861a57d-b468-4c21-ba3a-7523b6838ed0,76,6735,7472,7,315,Arizona State,14185,74,637650000,lawrenceguy/2495481,30
2021,CLE,10465,LB,"Smith, Malcolm",NOS,2011,399333,MalcSmitty,1823894,,25029,,bcebf5f0-0224-4cc8-9a78-1aefd55bfc87,72,6744,7606,7,229,USC,14214,56,615618000,malcolmsmith/2499278,39
2021,FA,10487,PK,"Forbath, Kai",FA,2011,331927,KaiForbath,1117835,,25648,,5514afb6-bd43-49a8-9bf7-b8baaaecdabe,71,7362,7544,,197,UCLA,14816,2,557557200,kaiforbath/2495150,
2021,FA,10506,PK,"Bailey, Dan",FA,2011,333899,danbailey95,1689664,,25427,,beb64618-614c-49f7-a3aa-c0c75b7839ea,72,7144,7546,,190,Oklahoma State,14322,5,570171600,danbailey/2495259,
2021,SEA,10514,RB,"Bellore, Nick",FA,2011,382555,NBELLORE54,1244136,,25295,,eeb9e3f4-e378-44ca-94b6-a724011ad710,73,7015,7504,,250,Central Michigan,14471,57,610952400,nickbellore/2495262,
2021,BUF,10554,DE,"Addison, Mario",FA,2011,468947,HIT_STIQ4,1853150,7753,25147,,ea2fda83-2817-4884-9e85-973263a4e069,75,6867,7889,,260,Troy,14320,97,557902800,marioaddison/2530474,
2021,LAC,10592,CB,"Harris, Chris",FA,2011,381129,ChrisHarrisJr,1853171,,25189,,de185684-3a02-4e63-b2b1-405e562b3a77,70,6910,7924,,199,Kansas,14398,19,614149200,chrisharris/2530510,
2021,FA,10642,PN,"Jones, Chris",FA,2011,404804,,1264783,,25431,,4d1f4c44-3666-4014-95fc-4b0013b6d9a5,72,7148,8021,,205,Carson-Newman,14723,6,617000400,chrisjones/2539987,
2021,BAL,10653,LB,"Bynes, Josh",FA,2011,401769,bynestime56,1264599,7994,25358,,87745a22-9ce8-4a5a-8935-dcc102ce4b18,73,7076,7740,,235,Auburn,14519,56,619938000,joshbynes/2530491,
2021,FA,10695,QB,"Luck, Andrew",IND,2012,461175,,1631912,,25711,,e3181493-6a2a-4e95-aa6f-3fc1ddeb7512,76,6439,7237,1,240,Stanford,14874,12,621579600,andrewluck/2533031,1
2021,FA,10696,QB,"Griffin III, Robert",WAS,2012,450794,RGIII,1620788,,25712,,8dfb370d-460c-4bfc-9d62-888687248783,74,7406,8023,1,213,Baylor,14875,3,634798800,robertgriffiniii/2533033,2
2021,TEN,10697,QB,"Tannehill, Ryan",MIA,2012,380960,ryantannehill1,1273654,8514,25718,,5812204c-6dae-4450-8011-99e0f72864ac,76,7417,8040,1,217,Texas A&M,14876,17,585982800,ryantannehill/2532956,8
2021,CHI,10699,QB,"Foles, Nick",PHI,2012,403189,NFoles_9,1631750,,25798,,c8232b55-6617-4dd9-a7cf-cf14cd9a29ab,78,7475,8066,3,243,Arizona,14877,9,601275600,nickfoles/2532842,25
2021,MIN,10700,QB,"Cousins, Kirk",WAS,2012,403308,KirkCousins8,1272574,8625,25812,,bbd0942c-6f77-4f83-a6d0-66ec6548019e,75,7486,8057,4,205,Michigan State,14880,18,587970000,kirkcousins/2532820,7
2021,SEA,10703,QB,"Wilson, Russell",SEA,2012,401534,DangeRussWilson,1272242,8598,25785,,409d4cac-ee90-4470-9710-ebe671678339,71,7460,8043,3,206,Wisconsin,14881,3,596782800,russellwilson/2532975,12
2021,FA,10708,RB,"Miller, Lamar",MIA,2012,508924,millertime_6,1691169,8512,25807,,a212c5d8-67f8-48b9-99be-2c121ee56366,70,7408,8008,4,221,Miami,14886,26,672555600,lamarmiller/2533034,2
2021,FA,10722,WR,"Jeffery, Alshon",CHI,2012,504323,TheJefferyShow,1686006,8422,25755,,5c529c33-8a1d-413a-b635-880ac86f30c1,75,7441,8029,2,218,South Carolina,14912,17,634971600,alshonjeffery/2533039,13
2021,SFO,10723,WR,"Sanu, Mohamed",CIN,2012,494313,Mo_12_Sanu,1664646,,25793,,1726a359-9444-4761-a1f2-cb35ee6fa60e,74,7433,8026,3,210,Rutgers,14922,6,619765200,mohamedsanu/2533040,20
2021,IND,10729,WR,"Hilton, T.Y.",IND,2012,468655,TYHilton13,1673733,,25802,,b8426cea-f8b9-4061-8d56-e70d1230103e,70,7558,8098,3,183,Florida International,14924,13,627022800,t.y.hilton/2532865,29
2021,SFO,10737,WR,"Benjamin, Travis",CLE,2012,464646,TravisBenjamin3,1630448,8437,25810,,4f0053fc-5559-4551-bd81-dcd1cdf3a9ec,70,7562,8111,4,175,Miami,15062,17,630910800,travisbenjamin/2532790,5
2021,JAC,10738,WR,"Jones, Marvin",CIN,2012,461620,MarvinJonesJr,1631804,,25876,,1a2fbc23-e6db-4d2f-a152-2c774341b7c4,74,7503,8223,5,199,California,15072,11,637218000,marvinjones/2532884,31
2021,KCC,10749,DE,"Ingram, Melvin",FA,2012,406454,MelvinIngram,1620606,,25728,,2cae991f-878e-434e-9f76-fad263fad23c,74,7419,8133,1,250,South Carolina,14926,9,609570000,melviningram/2532870,18
2021,ARI,10753,DE,"Jones, Chandler",NEP,2012,465583,Chan95Jones,1971327,8531,25731,,5197def5-f444-4561-ad28-7aac10dc748e,77,7429,8140,1,265,Syracuse,14927,55,636094800,chandlerjones/2533538,21
2021,GBP,10754,DE,"Mercilus, Whitney",HOU,2012,447344,Merci380,1619959,,25736,,eafbc0f8-2e3b-4014-af9d-81fc14b5009a,76,7432,8134,1,258,Illinois,14936,59,648536400,whitneymercilus/2533049,26
2021,FA,10755,DE,"Curry, Vinny",PHI,2012,407642,MrGetFlee99,1635785,,25769,,e929b3d8-6f7b-41f2-acfa-fe3840d03509,75,7531,8139,2,279,Marshall,14959,99,583650000,vinnycurry/2532825,27
2021,FA,10761,DT,"Poe, Dontari",KCC,2012,502833,PoeMans_dream,1717351,8504,25721,,9fdc477a-af02-4345-baca-cf026fbc645a,75,7422,8153,1,346,Memphis,14939,95,650955600,dontaripoe/2533435,11
2021,PHI,10762,DT,"Cox, Fletcher",PHI,2012,512216,fcoxx_91,1700843,,25722,,49671677-0e37-4c70-ae1b-ec36be357eb9,76,7431,8154,1,310,Mississippi State,14941,91,661064400,fletchercox/2533051,12
2021,DET,10763,DT,"Brockers, Michael",FA,2012,498963,MichaelBrockers,1664406,,25724,,30119d63-584c-4fd6-95aa-67b7af4998f5,77,7466,8152,1,305,LSU,14944,90,661755600,michaelbrockers/2533050,14
2021,CHI,10766,DE,"Irvin, Bruce",SEA,2012,556310,BIrvin_WVU11,1779111,,25725,,6fc3f73e-9c19-41cf-aa95-df4d83e29e9e,75,7515,8199,1,258,West Virginia,14946,46,537339600,bruceirvin/2532871,15
2021,TBB,10768,LB,"David, Lavonte",TBB,2012,540618,NewEra_54,1769263,8610,25768,,9a612961-9fdf-47d0-b7ca-32b55adb1f61,73,7539,8184,2,233,Nebraska,14985,54,633070800,lavontedavid/2532828,26
2021,FA,10770,LB,"Brown, Zach",TEN,2012,463660,ZachBrown_55,1630321,8616,25762,,e858a1af-ebbe-4413-9903-ecd96d36a09b,73,7510,8183,2,250,North Carolina,14973,51,625122000,zachbrown/2532804,20
2021,FA,10772,LB,"Burfict, Vontaze",FA,2012,507431,King55Tez,1691353,,26238,,a62a2950-521e-4670-a4cf-47f6863fc0d1,73,7435,8522,,255,Arizona State,15246,55,654152400,vontazeburfict/2533058,
2021,NEP,10774,LB,"Hightower, Dont'a",NEP,2012,465607,,1673258,,25735,,e7a18744-0608-4118-888f-f51de5645ce9,75,7464,8201,1,260,Alabama,14933,54,637218000,dont'ahightower/2533057,25
2021,SEA,10775,LB,"Wagner, Bobby",SEA,2012,466010,Bwagz54,1631476,8597,25757,,706bc0ab-7200-47e9-9b09-726110eb83dc,72,7533,8208,2,242,Utah State,14979,54,646462800,bobbywagner/2532966,15
2021,FA,10778,CB,"Kirkpatrick, Dre",CIN,2012,508644,DreKirkSWAG,1691421,8430,25727,,e972d67d-8302-4c64-9c1c-bc3121b90af4,74,7463,8163,1,190,Alabama,14940,13,625381200,drekirkpatrick/2533060,17
2021,TEN,10779,CB,"Jenkins, Janoris",STL,2012,450935,JjenkzLockdown,1620533,8602,25749,,be7e6d3f-a5d5-4ba9-b694-5bdacab75606,70,6473,8164,2,190,North Alabama,14974,20,594104400,janorisjenkins/2532875,7
2021,FA,10782,LB,"Barron, Mark",TBB,2012,465598,M_B_24,1632196,8609,25717,,98c7ad4f-8e63-4028-b3ca-84dd37a5ae64,74,7497,8197,1,230,Alabama,14932,42,625467600,markbarron/2532789,7
2021,MIN,10783,S,"Smith, Harrison",MIN,2012,400486,HarriSmith22,1265468,8523,25739,,407f1923-6659-4564-800f-25b8746d6d3e,74,7488,8202,1,211,Notre Dame,14945,22,602398800,harrisonsmith/2532948,29
2021,FA,10784,S,"Iloka, George",CIN,2012,449634,George_iloka,1621494,,25877,,2b9494e4-953a-4aac-afe7-edd2d7be27da,76,7502,8335,5,227,Boise State,15085,20,645858000,georgeiloka/2532869,32
2021,CAR,10789,CB,"Gilmore, Stephon",BUF,2012,494377,BumpNrunGilm0re,1664166,8408,25720,,c7c6dc46-a58a-4cfc-b626-2360434671cb,72,7442,8165,1,190,South Carolina,14942,2,653720400,stephongilmore/2533062,10
2021,LVR,10793,CB,"Hayward, Casey",GBP,2012,465924,show_case29,1632180,,25772,,a278c39e-7d4d-48c2-8145-2f8ad882ebeb,71,7529,8172,2,192,Vanderbilt,14966,29,621320400,caseyhayward/2532861,30
2021,BAL,10806,DT,"Wolfe, Derek",DEN,2012,448254,DerekWolfe95,1621331,,25746,,30f98123-214c-4f32-b29c-ac6f3ff56f39,77,7534,8204,2,285,Cincinnati,14964,95,635835600,derekwolfe/2533026,4
2021,FA,10807,LB,"Kendricks, Mychal",PHI,2012,461633,MychalKendricks,1631805,8564,25756,,7ec15a09-9237-43cc-9401-fb76cc418022,71,7509,8207,2,240,California,14978,56,654498000,mychalkendricks/2532890,14
2021,SFO,10808,S,"Wilson, Tavon",NEP,2012,463943,TavonWilson27,1971666,8532,25758,,cbe81592-1ee2-4bf1-870a-2578c4c8267e,72,7537,8209,2,208,Illinois,14977,32,637822800,tavonwilson/2534830,16
2021,DAL,10814,PN,"Anger, Bryan",JAC,2012,401724,,1272968,,25780,,6ee71282-c2b8-416a-8de1-29c0185d9b7b,75,7541,8251,3,202,California,14950,5,592117200,bryananger/2533000,7
2021,FA,10815,DE,"Vernon, Olivier",MIA,2012,495200,,1664433,8515,25782,,3be41614-5c70-4b0a-89c7-c7ae061d9223,74,7544,8146,3,262,Miami,14982,54,655275600,oliviervernon/2533534,9
2021,NOS,10816,LB,"Davis, Demario",NYJ,2012,401178,YouAreFree146,1263584,8547,25787,,e6221da0-1ce0-4f60-85b5-f2094e9d2863,74,7547,8213,3,248,Arkansas State,14958,56,600498000,demariodavis/2533008,14
2021,FA,10819,DT,"Crawford, Tyrone",DAL,2012,541682,TCrawford98,1781663,,25791,,dc632746-2240-41d6-8141-695194706989,76,7550,8144,3,285,Boise St.,14987,98,627714000,tyronecrawford/2532821,18
2021,CHI,10823,DT,"Hicks, Akiem",NOS,2012,498969,The_Dream99,1679965,,25799,,e2d85e2a-3d88-42e7-95ca-8db79228135c,77,7555,8350,3,332,Regina,14984,96,627195600,akiemhicks/2533433,26
2021,FA,10827,LB,"Bradham, Nigel",BUF,2012,447034,NigelBradham_13,1619567,8405,25815,,9279ccd9-3088-409e-8bc5-215363e7a29e,74,7565,8215,4,241,Florida St.,15075,53,620888400,nigelbradham/2532800,10
2021,LVR,10831,LB,"Wilber, Kyle",DAL,2012,397413,KWilber51,1243088,8453,25823,,cdbaf089-9c7e-418f-829e-d903c28b2628,76,7570,8224,4,240,Wake Forest,15038,58,609570000,kylewilber/2532974,18
2021,CIN,10841,DT,"Daniels, Mike",GBP,2012,399250,Mike_Daniels76,1692684,8470,25842,,34de0b93-9cab-4987-915b-25ef8480cae7,72,7584,8324,4,310,Iowa,14994,76,610347600,mikedaniels/2532826,37
2021,CLE,10846,DT,"Jackson, Malik",DEN,2012,459335,TheMalikJackson,1631887,,25847,,252da24d-9eb7-4871-ae76-199918f412d8,77,7528,8150,5,290,Tennessee,15047,97,632034000,malikjackson/2532873,2
2021,FA,10847,LB,"Whitehead, Tahir",DET,2012,469179,Big_Tah47,1630570,8468,25848,,70eae82c-30ea-491f-b71c-aa11f47af476,74,7588,8341,5,241,Temple,15070,52,639032400,tahirwhitehead/2532986,3
2021,SFO,10851,CB,"Norman, Josh",CAR,2012,473857,J_No24,1731084,8417,25853,,2bdf19ad-a957-4f3c-bb2f-2bb72b0b3595,72,7593,8174,5,200,Coastal Carolina,15124,29,566542800,joshnorman/2532920,8
2021,ARI,10861,DT,"Crawford, Jack",FA,2012,471940,Sack_Religious,1631114,,25868,,3a2a4022-a54c-4325-b521-e46e460559ab,77,7608,8148,5,274,Penn St.,15090,69,589611600,jackcrawford/2532992,23
2021,TEN,10862,PK,"Bullock, Randy",HOU,2012,469127,randybullock28,1632503,,25871,,c7d8781f-b9f6-4e0f-b0b6-29fce3985f3e,69,7610,8222,5,208,Texas A&M,15091,46,629787600,randybullock/2533444,26
2021,DAL,10868,PK,"Zuerlein, Greg",STL,2012,558684,,1971893,8608,25881,,93d11276-45d2-4168-a9b7-df0cbf12dabb,72,7616,8179,6,195,Missouri Western,14993,9,567579600,gregzuerlein/2534797,1
2021,FA,10870,RB,"Morris, Alfred",WAS,2012,382365,Trey_Deuces,1254119,,25883,,bd10efdf-d8e7-4e23-ab1a-1e42fb65131b,70,7618,8089,6,222,Florida Atlantic,15009,23,597906000,alfredmorris/2533457,3
2021,NEP,10874,CB,"Bethel, Justin",ARI,2012,461022,Jbet26,1971899,8383,25887,,f403d099-29d4-43cd-bf79-4aeeb8dc6cd3,72,7622,8306,6,295,Presbyterian,15089,20,645598800,justinbethel/2532792,7
2021,CHI,10879,LB,"Trevathan, Danny",DEN,2012,465965,Grindin_59,1632103,8459,25898,,0a605e2f-4c81-453d-941b-4e9f143210f8,73,7630,8285,6,239,Kentucky,15074,6,638254800,dannytrevathan/2532961,18
2021,NYG,10884,S,"Ebner, Nate",NEP,2012,498947,Natebner34,1971895,8529,25907,,93927d6e-9271-4c1e-8239-cc20fd788ba9,72,7640,8244,6,215,Ohio St.,15125,43,598078800,nateebner/2535132,27
2021,FA,10888,DT,"Winn, Billy",CLE,2012,381799,Billy_Boi_90,1274395,,25915,,408aff57-2b32-41f7-9520-0064ad14af21,76,7646,8160,6,300,Boise St.,15021,90,608619600,billywinn/2532976,35
2021,NEP,10932,RB,"Bolden, Brandon",FA,2012,465752,BB_HulkSmash,1632301,9114,26389,,dba5e3ec-2c77-4f65-ad6e-cee246f816ef,71,8119,8077,,220,Mississippi,15478,34,633330000,brandonbolden/2532797,
2021,FA,10935,QB,"Tanney, Alex",FA,2012,616337,,1987619,,26547,,1c6daf8e-d6dc-4d88-a5fa-c3ebcd93a6e5,75,8040,8402,,208,Monmouth,15693,3,563605200,alextanney/2534870,
2021,LVR,10940,TE,"Carrier, Derek",FA,2012,654887,,1977121,,26416,,d3fab07b-f02a-433d-9612-cb0a751f324d,75,7527,9203,,240,Beloit,15403,85,648882000,derekcarrier/2534241,
2021,LAR,10945,PN,"Hekker, Johnny",FA,2012,459211,JHekker,1974200,,26350,,380435a9-1833-4381-a12b-498a43732798,77,8073,8381,,225,Oregon State,15153,3,634453200,johnnyhekker/2535663,
2021,CLE,10948,QB,"Keenum, Case",FA,2012,338280,casekeenum7,1137118,,26483,,1b3d350a-478b-4542-a430-d12cc96adc22,73,7696,8065,,220,Houston,15168,11,572072400,casekeenum/2532888,
2021,KCC,10960,WR,"Gordon, Josh",FA,2012,503496,JOSH_GORDONXII,1686045,,26561,,b228c353-bb1f-4ba8-aa6d-d18ecf297259,75,8282,8415,,225,Baylor,15705,10,671518800,joshgordon/2537931,
2021,BUF,10973,WR,"Beasley, Cole",FA,2012,460830,Bease11,1977145,,26060,,7092bb09-a161-4ab9-8d19-fdcf1a91bb3d,68,7794,8249,,174,SMU,15349,11,609570000,colebeasley/2535698,
2021,BAL,10976,PK,"Tucker, Justin",FA,2012,448132,jtuck9,1985374,8663,26534,,20a0bad2-d530-4ff4-a2df-5c0a21a1f5db,73,8241,8398,,191,Texas,15683,9,627627600,justintucker/2536340,
2021,FA,10981,S,"Levine, Anthony",FA,2011,339636,ALevine_34,1741676,,24677,,04e8ea8f-8424-4196-a0fd-7dff3740c734,71,6563,7013,,207,Tennessee State,13845,41,543819600,anthonylevine/2508004,
2021,FA,10983,WR,"Hogan, Chris",FA,2011,564913,,1891917,,25178,,8fc65820-f565-44e2-8635-3e1cdf165bf6,73,6902,8469,,210,Monmouth,14402,80,593672400,chrishogan/2530515,
2021,FA,10985,RB,"Olawale, Jamize",FA,2012,559334,jrolawale,1979720,,26535,,5a20a439-bebc-4ef7-8b9f-30e1d677a26b,73,8256,8497,,242,North Texas,15653,49,608792400,jamizeolawale/2536044,
2021,BAL,10989,LB,"Fort, L.J.",FA,2012,469513,i_Serve24,1976201,,26370,,0cc99dff-5895-48ed-9f30-e70e916bb52a,72,8093,8526,,232,Northern Iowa,15264,3,631342800,l.j.fort/2535613,
2021,CAR,11000,LB,"Stanford, Julian",FA,2012,472978,Mr_NxtLvl,1977082,,26093,,05640572-1b4d-40d5-b584-d79bdd7d5c5f,73,7826,8437,,230,Wagner,15373,50,652251600,julianstanford/2535867,
2021,CHI,11010,S,"Gipson, Tashaun",FA,2012,451104,Gipson_duos24,1975901,,26372,,d5efd828-7339-43a7-ad7e-6f936dbbabb2,73,8095,8567,,212,Wyoming,15235,43,650005200,tashaungipson/2532848,
2021,FA,11011,CB,"Bademosi, Johnson",FA,2012,461138,,1977132,,26366,,ae0de04e-f10b-46ba-b650-2a5c30d48cd9,72,8089,8562,,219,Stanford,15359,29,648709200,johnsonbademosi/2535693,
2021,FA,11012,LB,"Robertson, Craig",FA,2011,324874,C__Robertson,1928408,,25689,,e699246f-a474-4f91-a164-49b1d80bdad7,73,7436,8531,,234,North Texas,14860,52,571554000,craigrobertson/2532431,
2021,PHI,11017,S,"McLeod, Rodney",FA,2012,462236,Rodney_McLeod4,1975886,,26356,,b7253ed5-d2c3-4757-8b54-5176fe9f45df,70,8079,8509,,185,Virginia,15222,12,646117200,rodneymcleod/2534832,
2021,LAC,11039,LB,"Overton, Matt",FA,2011,539043,,1738866,,9803,,77c36756-9d3a-4746-bba1-8ff32542cf74,73,5811,8517,,254,Western Washington,13186,54,489474000,mattoverton/2522602,
2021,FA,11045,DT,"Harrison, Damon",FA,2012,509566,BigDame900,1977116,,26153,,e85680db-639d-49cd-ae29-28e5cd4ac9a8,75,7885,8486,,355,William Penn,15380,98,596782800,damonharrison/2535718,
2021,TBB,11062,Coach,"Arians, Bruce",FA,0,0,BruceArians,,,516783,,e1ee3f9e-3e4f-47f6-9dc9-fa24fd4bed95,,8336,,,,,,,,,
2021,FA,11087,CB,"Thorpe, Neiko",FA,2012,465700,,1979386,,26122,,b7b3c187-7447-4d02-94b7-5d3ee64ca530,74,7855,8584,,210,Auburn,15535,23,634712400,neikothorpe/2534846,
2021,SEA,11150,QB,"Smith, Geno",NYJ,2013,513856,GenoSmith_12,1700358,,26662,,cfc93f5e-105e-4a5e-88d3-f4279893cfa8,75,8326,8743,2,221,West Virginia,15864,7,655534800,genosmith/2539335,7
2021,FA,11151,QB,"Barkley, Matt",PHI,2013,494493,MattBarkley,1664140,,26721,,da7cb0cc-543e-47d5-b29a-2ba2b341bd14,74,7421,8004,4,227,USC,15948,19,652770000,mattbarkley/2539308,1
2021,NYG,11152,QB,"Glennon, Mike",TBB,2013,464346,,1630353,,26696,,e1235f1e-26ce-438c-8168-3b1ded4ab893,79,8374,8745,3,225,North Carolina State,15837,2,629442000,mikeglennon/2539275,11
2021,FA,11170,QB,"Bray, Tyler",FA,2013,542809,tbrayvol8,1737685,,27170,,b13ba4c3-5761-40fb-aa6a-935f09c39a6b,78,8394,8621,,215,Tennessee,16252,9,693810000,tylerbray/2540173,
2021,TBB,11177,RB,"Barner, Kenjon",CAR,2013,459193,KBDeuce4,1631827,,26805,,5ec072b3-2837-4cf1-bb4f-ecd873949626,69,8456,8762,6,195,Oregon,15921,38,609742800,kenjonbarner/2539289,14
2021,HOU,11182,RB,"Burkhead, Rex",CIN,2013,498760,RBrex2022,1679738,,26813,,bd8052bd-0898-430b-99c9-2529e895ae79,70,8466,8765,6,215,Nebraska,15971,28,646894800,rexburkhead/2539265,22
2021,FA,11186,RB,"Thompson, Chris",WAS,2013,509372,ChrisThompson_4,1273546,,26777,,0366fd06-19a3-4b69-8448-6bfbfad1250b,68,8563,8773,5,195,Florida State,15966,34,656398800,christhompson/2540011,21
2021,FA,11188,RB,"Riddick, Theo",DET,2013,508985,,1691614,,26822,,62d4e94c-443f-44ed-9404-c6d6bdd9aa64,69,8485,8763,6,201,Notre Dame,15994,27,673333200,theoriddick/2540020,31
2021,FA,11192,RB,"Bell, Le'Veon",PIT,2013,543654,,1751828,,26671,,7735c02a-ee75-447c-86e6-6c2168500050,73,8390,8617,2,225,Michigan State,15825,26,698389200,le'veonbell/2540175,16
2021,TBB,11193,RB,"Bernard, Giovani",CIN,2013,546076,G_Bernard25,1737248,,26660,,24cf6148-f0af-4103-a215-e06956764953,69,8389,8622,2,205,North Carolina,15826,25,690786000,giovanibernard/2540156,5
2021,FA,11199,RB,"Ware, Spencer",SEA,2013,540526,spenceware11,1737109,,26817,,bbb63a36-8613-4675-8e5e-34200d245ff0,70,8594,8625,6,229,LSU,16020,40,690872400,spencerware/2540204,26
2021,JAC,11213,WR,"Austin, Tavon",STL,2013,513826,Tayaustin01,1700338,,26631,,502b3a6c-e965-478a-858e-964b4ac2296c,68,8402,8793,1,185,West Virginia,15786,7,669013200,tavonaustin/2539336,8
2021,LAC,11222,WR,"Allen, Keenan",SDC,2013,557210,Keenan13Allen,1737096,,26699,,5f424505-f29f-433c-b3f2-1a143a04a010,74,8379,8627,3,211,California,15818,13,704350800,keenanallen/2540154,14
2021,ATL,11225,WR,"Patterson, Cordarrelle",MIN,2013,690153,ceeflashpee84,1996183,,26652,,da85107c-365c-4d58-90ab-479d97d798b4,74,8327,8792,1,220,Tennessee,15807,84,669186000,cordarrellepatterson/2540145,29
2021,NOS,11227,WR,"Stills, Kenny",NOS,2013,542896,KSTiLLS,1737295,,26767,,4734f8dc-2ca4-4437-88f2-c8b8974abefc,73,8482,8800,5,202,Oklahoma,16016,12,703918800,kennystills/2540202,11
2021,LAR,11228,WR,"Woods, Robert",BUF,2013,555693,robertwoods,1754280,,26664,,618bedee-9259-4536-b0ff-fec98d2a20de,72,8407,8628,2,190,USC,15880,16,702882000,robertwoods/2540169,9
2021,ARI,11232,WR,"Hopkins, DeAndre",HOU,2013,560241,Nukdabomb,1737078,,26650,,5c48ade7-4b9a-4757-9643-87a6e3839e2b,73,8404,8619,1,210,Clemson,15795,10,707806800,deandrehopkins/2540165,27
2021,CHI,11239,WR,"Goodwin, Marquise",BUF,2013,507478,,1691489,,26701,,bf52ff53-35a6-4696-ac6d-3fa952dc2c87,69,8461,8807,3,185,Texas,15839,3,658990800,marquisegoodwin/2539964,16
2021,KCC,11244,TE,"Kelce, Travis",KCC,2013,448240,,1725130,,26686,,c3859e06-5f23-4302-a71b-04820a899d5f,77,8411,8783,3,250,Cincinnati,15847,87,623566800,traviskelce/2540258,1
2021,ARI,11247,TE,"Ertz, Zach",PHI,2013,503177,ZERTZ_86,1685963,,26658,,de3421f7-2147-4835-89a5-724e87bad463,77,8409,8781,2,250,Stanford,15835,86,658213200,zachertz/2540158,3
2021,FA,11248,TE,"Reed, Jordan",WAS,2013,508876,Real_JordanReed,1691412,,26708,,c3bf8d3e-3b2e-4f9e-ad74-c0a684035f17,74,8412,8615,3,242,Florida,15860,81,646981200,jordanreed/2540160,23
