year,id,position,team,name,draft_team,draft_year,stats_global_id,twitter_username,cbs_id,fleaflicker_id,stats_id,college,weight,draft_pick,draft_round,sportsdata_id,rotowire_id,jersey,height,rotoworld_id,espn_id,birthdate,nfl_id,status
2023,11152,QB,FA,"Glennon, Mike",TBB,2013,464346,,1630353,,26696,North Carolina State,225,11,3,e1235f1e-26ce-438c-8168-3b1ded4ab893,8745,2,79,8374,15837,629442000,mikeglennon/2539275,
2023,11182,RB,FA,"Burkhead, Rex",CIN,2013,498760,RBrex2022,1679738,,26813,Nebraska,215,22,6,bd8052bd-0898-430b-99c9-2529e895ae79,8765,28,70,8466,15971,646894800,rexburkhead/2539265,
2023,11192,RB,FA,"Bell, Le'Veon",PIT,2013,543654,,1751828,,26671,Michigan State,225,16,2,7735c02a-ee75-447c-86e6-6c2168500050,8617,26,73,8390,15825,698389200,le'veonbell/2540175,
2023,11193,RB,FA,"Bernard, Giovani",CIN,2013,546076,G_Bernard25,1737248,,26660,North Carolina,205,5,2,24cf6148-f0af-4103-a215-e06956764953,8622,25,69,8389,15826,690786000,giovanibernard/2540156,
2023,11213,WR,FA,"Austin, Tavon",STL,2013,513826,Tayaustin01,1700338,,26631,West Virginia,185,8,1,502b3a6c-e965-478a-858e-964b4ac2296c,8793,7,68,8402,15786,669013200,tavonaustin/2539336,
2023,11222,WR,LAC,"Allen, Keenan",SDC,2013,557210,Keenan13Allen,1737096,,26699,California,211,14,3,5f424505-f29f-433c-b3f2-1a143a04a010,8627,13,74,8379,15818,704350800,keenanallen/2540154,
2023,11225,RB,ATL,"Patterson, Cordarrelle",MIN,2013,690153,ceeflashpee84,1996183,,26652,Tennessee,220,29,1,da85107c-365c-4d58-90ab-479d97d798b4,8792,84,74,8327,15807,669186000,cordarrellepatterson/2540145,
2023,11227,WR,FA,"Stills, Kenny",NOS,2013,542896,KSTiLLS,1737295,,26767,Oklahoma,202,11,5,4734f8dc-2ca4-4437-88f2-c8b8974abefc,8800,12,73,8482,16016,703918800,kennystills/2540202,
2023,11228,WR,HOU,"Woods, Robert",BUF,2013,555693,robertwoods,1754280,,26664,USC,190,9,2,618bedee-9259-4536-b0ff-fec98d2a20de,8628,16,72,8407,15880,702882000,robertwoods/2540169,
2023,11232,WR,TEN,"Hopkins, DeAndre",HOU,2013,560241,Nukdabomb,1737078,,26650,Clemson,210,27,1,5c48ade7-4b9a-4757-9643-87a6e3839e2b,8619,10,73,8404,15795,707806800,deandrehopkins/2540165,
2023,11239,WR,CLE,"Goodwin, Marquise",BUF,2013,507478,,1691489,,26701,Texas,185,16,3,bf52ff53-35a6-4696-ac6d-3fa952dc2c87,8807,3,69,8461,15839,658990800,marquisegoodwin/2539964,
2023,11244,TE,KCC,"Kelce, Travis",KCC,2013,448240,,1725130,,26686,Cincinnati,250,1,3,c3859e06-5f23-4302-a71b-04820a899d5f,8783,87,77,8411,15847,623566800,traviskelce/2540258,
2023,11247,TE,FA,"Ertz, Zach",PHI,2013,503177,ZERTZ_86,1685963,,26658,Stanford,250,3,2,de3421f7-2147-4835-89a5-724e87bad463,8781,86,77,8409,15835,658213200,zachertz/2540158,
2023,11265,DT,TBB,"Gholston, William",TBB,2013,557359,WILL_GHOLSTON2,1737134,,26749,Michigan State,281,29,4,a0557106-4517-4516-a5e7-d46cba52fe44,8664,92,78,8545,16019,680936400,williamgholston/2540176,
2023,11281,DT,DAL,"Hankins, Johnathan",NYG,2013,553681,,1759559,,26672,Ohio State,335,17,2,9d53adf2-4c3f-48a4-b7f8-6bb7f207c1f8,8669,97,75,8433,15841,701931600,johnathanhankins/2540147,
2023,11283,DT,FA,"Richardson, Sheldon",NYJ,2013,605269,Godforshort,1860858,,26636,Missouri,294,13,1,81e211e1-547a-4475-bcf6-8c8ffde057f5,8670,90,75,8314,15811,659941200,sheldonrichardson/2540142,
2023,11286,DT,LVR,"Jenkins, John",NOS,2013,607087,jenkinsjohn6,1877278,,26705,Georgia,360,20,3,60d48e85-931c-45dc-b62f-024503a2e09b,8672,62,75,8437,15846,616136400,johnjenkins/2539231,
2023,11299,LB,FA,"Bostic, Jon",CHI,2013,495460,JonBostic,1664202,,26673,Florida,245,18,2,a76abacb-2309-477c-b075-ec05ccf938ae,8696,59,73,8501,15827,673419600,jonbostic/2539978,
2023,11313,S,NOS,"Mathieu, Tyrann",ARI,2013,540520,Mathieu_Era,1737333,,26692,LSU,190,7,3,8c8b7d6e-6ed8-4a10-8ae9-b50300bd766b,8593,32,69,8387,15851,705733200,tyrannmathieu/2540180,
2023,11314,CB,FA,"Rhodes, Xavier",MIN,2013,509368,XavierRhodes29_,1665147,,26648,Florida State,218,25,1,81a5c010-2e89-4b65-a924-015cf4ea3f94,8637,27,73,8386,15810,645771600,xavierrhodes/2540155,
2023,11316,S,SFO,"Ryan, Logan",NEP,2013,511881,RealLoganRyan,1664604,,26706,Rutgers,195,21,3,e829aa7e-04a7-425a-9717-c334ca9febe9,8640,26,71,8516,15861,666075600,loganryan/2540162,
2023,11317,S,BUF,"Poyer, Jordan",PHI,2013,498183,J_Poy33,1665374,,26841,Oregon State,191,12,7,95fab6fa-3ee1-47d0-93ad-c7ff41744be7,8639,21,72,8448,15979,672555600,jordanpoyer/2539290,
2023,11327,S,FA,"Jefferson, Tony",FA,2013,542885,tonyjefferson1,1737117,,27081,Oklahoma,212,,,7690ab6a-2ae0-4449-abd5-74ec54403f2e,8688,23,71,8653,16195,696488400,tonyjefferson/2540164,
2023,11348,CB,PHI,"Slay, Darius",DET,2013,604797,_bigplayslay9,1852913,,26659,Mississippi State,192,4,2,2c3ef101-5fa9-41d0-a0b1-32a1d27a1f69,8647,23,72,8497,15863,662706000,dariusslay/2540288,
2023,11349,LB,FA,"Collins, Jamie",NEP,2013,512963,KinG_8_JamiE,1723146,,26675,Southern Miss,255,20,2,ca760cb5-83dd-4415-acc8-ef8b508ba976,8715,8,75,8499,15830,624862800,jamiecollins/2539311,
2023,11359,S,CLE,"Harmon, Duron",NEP,2013,511863,dharm32,2057478,,26714,Rutgers,205,29,3,a2802951-e573-4e8f-ad31-14b9ae5f8e7c,8906,30,72,8523,15842,664693200,duronharmon/2541243,
2023,11360,DT,FA,"Williams, Brandon",BAL,2013,694815,BrandonW_66,1788852,,26717,Missouri Southern St,336,32,3,7963d8ea-c627-47cb-b46f-a917abb9e9d7,8678,98,73,8438,15875,604040400,brandonwilliams/2541302,
2023,11367,RB,SFO,"Juszczyk, Kyle",BAL,2013,501150,JuiceCheck44,1683145,,26753,Harvard,235,33,4,67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6,8930,44,73,8548,16002,672382800,kylejuszczyk/2540230,
2023,11374,DE,FA,"Means, Steven",TBB,2013,466334,,2057662,,26770,Buffalo,263,14,5,c639a18a-ee1a-46ed-8707-580711fa33db,8974,55,75,8557,15936,628837200,stevenmeans/2541310,
2023,11375,LB,FA,"Klein, A.J.",CAR,2013,511218,AJKlein47,1665140,,26771,Iowa State,240,15,5,9342eba6-e307-4c55-a0f7-993518dd4415,8942,52,73,8558,15964,680850000,a.j.klein/2539982,
2023,11382,S,BUF,"Hyde, Micah",GBP,2013,508611,micah_hyde,1691258,,26782,Iowa,197,26,5,e030ef2b-1dcc-4c66-b8de-0016ca0d52d2,8892,23,72,8568,15960,662619600,micahhyde/2539240,
2023,11383,PN,BUF,"Martin, Sam",DET,2013,464237,SamMartin_6,2057657,,26788,Appalachian State,205,32,5,80b403da-381f-467e-883b-5b83ac02aac3,9022,6,73,8572,15928,636094800,sammartin/2541311,
2023,11387,PK,CLE,"Hopkins, Dustin",BUF,2013,509358,Dahop5,1664151,,26800,Florida State,210,9,6,058c99fc-470c-4579-a165-03e043335cc1,8896,7,74,8581,15965,654757200,dustinhopkins/2539227,
2023,11390,RB,BUF,"Murray, Latavius",FA,2013,467405,LataviusM,1637004,,26804,UCF,230,13,6,540f8b30-900e-4d17-8756-c262ba5fa039,8772,28,75,8585,15920,632638800,lataviusmurray/2541161,
2023,11399,TE,FA,"Griffin, Ryan",HOU,2013,465129,,2057695,,26824,Connecticut,255,33,6,cb1df42c-b59c-4e23-a9a2-fbfc2b39ef71,8911,84,78,8600,15887,632034000,ryangriffin/2541316,
2023,11412,DT,LAC,"Williams, Nick",PIT,2013,459747,,2009342,,26846,Samford,310,17,7,e03775ef-3287-476c-9386-ff16ea31d7b8,8969,95,76,8619,2317118,635576400,nickwilliams/2541479,
2023,11443,PN,FA,"Wing, Brad",FA,2013,540529,,1737147,,27059,LSU,192,,,97d1bb60-84c7-4ef3-8427-c882e8091781,9576,9,75,8857,16241,664952400,bradwing/2540208,
2023,11532,S,FA,"Banjo, Chris",FA,2013,460828,,2056912,,26621,Southern Methodist,207,,,6c7704c2-f833-46aa-9f9c-d975d5ad1297,9101,31,70,8503,15782,636008400,chrisbanjo/2541192,
2023,11555,S,NEP,"Davis, Cody",FA,2013,461491,CodyDavis,2058187,,27105,Texas Tech,205,,,4f454037-be8e-4575-b332-5e40f4788970,9173,22,74,8897,16286,613112400,codydavis/2541135,
2023,11613,S,FA,"Thomas, Michael",FA,2012,461197,,1975895,,26265,Stanford,192,,,16e13f52-32b1-416f-83ae-1cbf2f92cffc,8825,31,71,7994,15231,606114000,michaelthomas/2535687,
2023,11640,QB,FA,"Bridgewater, Teddy",MIN,2014,592195,teddyb_h2o,1825122,,27560,Louisville,210,32,1,d4cb52a9-f6b4-42ed-b40b-27bff5f1eea7,9245,16,74,9274,16728,721371600,teddybridgewater/2543465,
2023,11643,QB,CIN,"McCarron, A.J.",CIN,2014,508649,10AJMcCarron,1691424,,27692,Alabama,220,24,5,d4b30988-e8c5-4689-8037-f79a0d3c2774,9319,4,75,9290,16810,653202000,ajmccarron/2543497,
2023,11644,QB,NOS,"Carr, Derek",FA,2014,496083,derekcarrqb,1664819,,27564,Fresno State,215,4,2,9f026fc0-4449-4dc5-a226-2e2830619381,9317,4,75,9349,16757,670136400,derekcarr/2543499,
2023,11647,TE,WAS,"Thomas, Logan",ARI,2014,507528,LoganThomasSr_6,1691193,,27648,Virginia Tech,250,20,4,b24625a0-d402-4d59-a778-aa4b073bfe5e,9323,48,78,9354,16813,678344400,loganthomas/2543767,
2023,11657,RB,FA,"Hyde, Carlos",SFO,2014,543825,elguapo,1751883,,27585,Ohio State,229,25,2,3a29784c-832f-4e41-a4ac-71d4f9ad410c,9516,24,72,9381,16777,653806800,carloshyde/2543743,
2023,11660,RB,FA,"Freeman, Devonta",ATL,2014,592914,devontafreeman,1824135,,27631,Florida State,206,3,4,2e50c78f-fa3b-48cf-8531-6eeddc93d88d,9326,33,68,9423,16944,700635600,devontafreeman/2543583,
2023,11670,WR,FA,"Watkins, Sammy",BUF,2014,602118,sammywatkins,1850743,,27532,Clemson,211,4,1,7d80b51f-1462-442e-aa7f-8c320a62deed,9249,11,73,9388,16725,740034000,sammywatkins/2543457,
2023,11671,WR,TBB,"Evans, Mike",TBB,2014,593587,MikeEvans13_,1824909,,27535,Texas A&M,231,7,1,c48c21d9-0ae5-478c-ad34-30a660cfa9b8,9253,13,77,9296,16737,745909200,mikeevans/2543468,
2023,11674,WR,DAL,"Cooks, Brandin",NOS,2014,607864,brandincooks,1880880,,27548,Oregon State,193,20,1,b6b954eb-4591-4b7a-86b9-a481f15fdd58,9260,10,70,9404,16731,748933200,brandincooks/2543498,
2023,11675,WR,LVR,"Adams, Davante",GBP,2014,611417,tae15adams,1893167,,27581,Fresno State,215,21,2,e7d6ae25-bf15-4660-8b37-c37716551de3,9455,17,73,9273,16800,725173200,davanteadams/2543495,
2023,11676,WR,CAR,"Matthews, Jordan",PHI,2014,555648,jmattjmattjmatt,1759816,,27570,Vanderbilt,236,10,2,7b96a836-666b-47b6-a0a7-9dbb0b4c53e8,9273,81,75,9420,16763,711262800,jordanmatthews/2543500,
2023,11678,WR,PIT,"Robinson, Allen",JAC,2014,609496,Thee_AR15,1889923,,27589,Penn State,210,29,2,0fd32417-8410-4a8f-8919-386c433bca43,9264,8,74,9297,16799,746168400,allenrobinson/2543509,
2023,11679,WR,BAL,"Beckham, Odell",NYG,2014,589984,OBJ_3,1824823,,27540,LSU,200,12,1,354dec38-b88b-4ba0-8974-859123f27c45,9255,3,71,9403,16733,720939600,odellbeckham/2543496,
2023,11680,WR,FA,"Landry, Jarvis",MIA,2014,589991,God_Son80,1824833,,27591,LSU,196,31,2,06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4,9454,80,71,9405,16790,722926800,jarvislandry/2543488,
2023,11688,WR,DAL,"Bryant, Martavis",PIT,2014,602091,ThaBestUNO,1737158,,27646,Clemson,211,18,4,e9d4ab78-3572-47ab-b4d3-e04c5af231f3,9456,84,76,9416,16886,693205200,martavisbryant/2543572,
2023,11695,TE,FA,"Ebron, Eric",DET,2014,605752,Ebron85,1865396,,27538,North Carolina,253,10,1,9fbcfae9-dd14-415c-8952-9b1b5dff0dfc,9210,85,76,9390,16732,734418000,ericebron/2543466,
2023,11706,DE,BAL,"Clowney, Jadeveon",HOU,2014,604912,clownejd,1852852,,27529,South Carolina,266,1,1,016d31ec-9b32-47e2-801b-9724c0a30f62,9243,7,77,8375,16734,729666000,jadeveonclowney/2543456,
2023,11711,DE,FA,"Ford, Dee",KCC,2014,508589,,1691451,,27551,Auburn,252,23,1,6c434322-0ee2-4df5-a5e8-1a6e5f12285e,9342,55,74,9353,16707,669358800,deeford/2543494,
2023,11720,LB,MIN,"Barr, Anthony",MIN,2014,553112,AnthonyBarr,1759765,,27537,UCLA,257,9,1,23616a22-8266-4b0c-b0b9-5f8187178168,9247,54,77,9432,16711,700894800,anthonybarr/2543459,
2023,11721,DE,LAC,"Mack, Khalil",OAK,2014,506500,52Mack_,1692203,,27533,Buffalo,269,5,1,33c74bf8-7621-48be-a769-e219703988d9,9251,52,75,9373,16710,667198800,khalilmack/2543463,
2023,11723,LB,BAL,"Van Noy, Kyle",DET,2014,541446,KVN_03,1752529,,27568,BYU,255,8,2,0ad845ff-44e8-4576-bc91-61b557e06f05,9262,53,75,9568,16772,669963600,kylevannoy/2543699,
2023,11724,LB,FA,"Jones, Christian",FA,2014,553289,,1737228,,27839,Florida State,250,,,10d49d75-aa4a-4d26-b9b5-c74f4e3c9ac8,9384,57,75,9433,17070,666853200,christianjones/2550572,
2023,11725,DE,FA,"Attaochu, Jeremiah",FA,2014,553580,JAttaochu45,1759310,,27578,Georgia Tech,252,18,2,614c6237-8fe9-4a62-beec-0c44ca0fc2ad,9343,50,75,9529,16761,727246800,jeremiahattaochu/2543717,
2023,11728,LB,NYJ,"Mosley, C.J.",BAL,2014,557173,TreyDeuce32RTR,1762120,,27545,Alabama,231,17,1,bf5f7564-349a-439a-a8a9-4ddb10448a8d,9380,57,74,9631,16720,708930000,c.j.mosley/2543464,
2023,11735,CB,PHI,"Roby, Bradley",DEN,2014,553687,BradRoby_1,1759561,,27559,Ohio State,194,31,1,b6c9d494-a3cd-4d57-96e1-f807f0b9be63,9329,33,71,9440,16719,704696400,bradleyroby/2543505,
2023,11742,S,FA,"Joyner, Lamarcus",STL,2014,553290,,1737136,,27569,Florida State,185,9,2,99d9eebd-808f-4573-b39b-b9fef4ce5e98,9327,29,68,9635,16769,659682000,lamarcusjoyner/2543492,
2023,11747,RB,FA,"White, James",NEP,2014,556294,SweetFeet_White,1759592,,27658,Wisconsin,205,30,4,39f70428-a78a-494c-8676-438d953c289e,9524,28,70,9426,16913,697093200,jameswhite/2543773,
2023,11757,DT,LAR,"Donald, Aaron",FA,2014,553982,AaronDonald97,1737460,,27541,Pittsburgh,280,13,1,8bb5c7ef-e7be-4015-8874-2f0982286acc,9391,99,73,9356,16716,674974800,aarondonald/2543485,
2023,11760,QB,LVR,"Garoppolo, Jimmy",NEP,2014,555358,JimmyG_10,1760229,,27590,Eastern Illinois,225,30,2,42de9d1d-0352-460b-9172-9452414fd7fd,9320,11,74,9360,16760,689058000,jimmygaroppolo/2543801,
2023,11761,RB,KCC,"McKinnon, Jerick",MIN,2014,563824,JetMckinnon1,2129436,,27624,Georgia Southern,209,32,3,f77479d7-51a5-41f9-8924-69526dd078cd,9529,1,69,9651,16782,704869200,jerickmckinnon/2543715,
2023,11764,CB,FA,"Fuller, Kyle",CHI,2014,553623,kbfuller17,1759440,,27542,Virginia Tech,190,14,1,054f4c09-6bc9-49c9-a466-80abd2a39e74,9272,23,71,9540,16715,698216400,kylefuller/2543681,
2023,11765,CB,FA,"Verrett, Jason",SDC,2014,592200,Jfeeva_2,1824936,,27553,TCU,188,25,1,13112f4f-03c9-432c-a033-454870cda46b,9330,2,70,9439,16726,674110800,jasonverrett/2543493,
2023,11768,S,HOU,"Ward, Jimmie",SFO,2014,557470,ward_jimmie,1762370,,27558,Northern Illinois,193,30,1,1b8414b5-3db8-4e89-8bcc-7ac7f7d0b931,9308,20,71,9434,16717,679813200,jimmieward/2543741,
2023,11769,DE,DAL,"Lawrence, Demarcus",DAL,2014,651780,TankLawrence,1984683,,27562,Boise State,254,2,2,3e3bd10a-6462-47f8-8938-42518781d060,9344,90,75,9633,16802,704437200,demarcuslawrence/2543490,
2023,11772,LB,FA,"Kirksey, Christian",CLE,2014,553654,Kirksey,1759547,,27599,Iowa,235,7,3,462bfd22-1159-408f-8f92-7fde712ffc3a,9375,58,74,9641,16767,715237200,christiankirksey/2543720,
2023,11783,WR,FA,"Brown, John",ARI,2014,473742,,2129438,,27619,Pittsburgh State,178,27,3,9b13d2bc-b22c-4f91-8eeb-309f43422d6e,9684,15,71,9649,16804,639118800,johnbrown/2543847,
2023,11785,TE,FA,"Rodgers, Richard",GBP,2014,607699,,2129433,,27626,California,257,34,3,e00b3426-238b-4bdb-85c3-bbf08b7469e3,9559,86,76,9547,16786,696056400,richardrodgers/2550313,
2023,11789,DT,FA,"Ellis, Justin",OAK,2014,509702,,1697064,,27635,Louisiana Tech,334,7,4,7e2c36bd-bae6-42e8-84fc-147106ed7270,9397,71,74,9609,16857,662274000,justinellis/2543812,
2023,11793,DT,BUF,"Jones, DaQuan",TEN,2014,560298,RiDQulous_98,1765939,,27640,Penn State,320,12,4,0d038341-cd66-4651-93c4-e76c6d218135,9393,92,76,9656,16910,693810000,daquanjones/2543504,
2023,11795,LB,FA,"Hitchens, Anthony",DAL,2014,553657,AnthonyHitchens,2129465,,27647,Iowa,235,19,4,919cdf12-3811-49d1-a7a5-65ff29a59434,9643,53,72,9658,16883,708152400,anthonyhitchens/2543592,
2023,11803,CB,FA,"Johnson, Dontae",SFO,2014,557337,3Johnson6,1737356,,27657,North Carolina State,200,29,4,d5ba025d-5e9d-452d-8b86-f68a3bff5e22,9301,27,74,9661,16893,691563600,dontaejohnson/2543739,
2023,11805,LB,FA,"Pierre-Louis, Kevin",SEA,2014,542392,,2129497,,27660,Boston College,230,32,4,14656a50-c687-48e0-a2d9-819709e3ffa3,9712,57,72,9662,16888,686811600,kevinpierre-louis/2543563,
2023,11807,DT,BAL,"Urban, Brent",BAL,2014,509425,urbanlegend96,1697015,,27662,Virginia,309,34,4,63cef4ac-6e22-497b-9f8c-fbccd0694d17,9415,58,79,9566,16831,673419600,brenturban/2543765,
2023,11830,DE,FA,"Kennard, Devon",NYG,2014,510152,DevonKennard,2008672,,27702,USC,256,34,5,036131ed-3862-4f06-8379-084d3b2352d5,9377,42,75,9682,16820,677739600,devonkennard/2543869,
2023,11840,PN,FA,"O'Donnell, Pat",CHI,2014,511734,PatODonnell_16,2129553,,27719,Miami,220,15,6,ccb2f18f-1454-4ec4-a9ae-2d7f5c20f86f,9769,40,76,9689,16863,667198800,pato'donnell/2543611,
2023,11858,CB,FA,"Carrie, T.J.",FA,2014,468954,,1631651,,27747,Ohio,204,4,7,3f0613a9-f060-4b43-95cb-3b263f05cd0f,11514,27,72,9596,16808,649141200,t.j.carrie/2550164,
2023,11872,DT,CLE,"Harris, Shelby",DAL,2014,500700,ShelbyHarris93,2129678,,27763,Illinois State,288,20,7,20d66704-9c12-467f-a6ca-9cf9dc00730c,9785,93,74,9718,16837,681886800,shelbyharris/2549926,
2023,11883,CB,FA,"Mitchell, Terrance",DAL,2014,545830,mr_reloaded9,1737547,,27782,Oregon,191,39,7,94f04ef5-238a-4f38-b45a-de2e7f3b9f9e,9332,39,71,9732,16927,706942800,terrancemitchell/2543637,
2023,11886,RB,ARI,"Williams, Damien",FA,2014,691283,,2130689,,28115,Oklahoma,221,,,90908a56-901b-466d-8689-943075da96fe,9644,29,71,9570,17359,702277200,damienwilliams/2550512,
2023,11890,WR,FA,"Wilson, Albert",FA,2014,556955,,2130201,,28046,Georgia State,195,,,2958ea86-e2dc-4719-93e5-cc9d093ca963,9491,2,69,9572,17051,710917200,albertwilson/2550272,
2023,11936,PK,PIT,"Boswell, Chris",FA,2014,504436,,1724930,,28188,Rice,185,,,441eb531-1ec8-4f65-9174-78bc6adada63,9646,9,74,10118,17372,669099600,chrisboswell/2550545,
2023,11938,WR,CAR,"Thielen, Adam",FA,2014,733643,,2059362,,27277,Minnesota State-Mankato,195,,,2fa2b2da-4aa9-44b5-b27e-56876dfe2ad4,8986,19,74,9054,16460,651301200,,
2023,11945,PK,CHI,"Santos, Cairo",FA,2014,546669,,2132690,,28227,Tulane,173,,,d96ff17c-841a-4768-8e08-3a4cfcb7f717,9633,8,68,10155,17427,689922000,cairosantos/2550636,
2023,11947,PK,JAC,"McManus, Brandon",FA,2014,513098,,2058320,,27120,Temple,201,,,6444feb1-f5a4-4b45-9a45-79308a4445fd,9948,17,75,8912,16339,680418000,brandonmcmanus/2541556,
2023,11951,WR,SFO,"Snead, Willie",FA,2014,591586,,2130155,,28026,Ball State,195,,,8482bc94-0eb0-4e92-8f99-ced135f3cd5d,9284,82,71,9989,17258,719298000,,
2023,11956,S,FA,"Sorensen, Daniel",FA,2014,463549,,2130197,,28036,Brigham Young,208,,,d1e46e40-5e8c-4b5a-ae03-5d0093b98633,9680,25,74,9999,17259,636613200,danielsorensen/2550257,
2023,11966,PK,FA,"Parkey, Cody",FA,2014,557135,,2130323,,27911,Auburn,190,,,4b99ead5-0f79-4899-84a7-075c08890698,9943,1,72,9893,17082,698475600,codyparkey/2550380,
2023,11970,DT,KCC,"Pennel, Mike",FA,2014,652847,,2130184,,28085,Colorado State-Pueblo,330,,,8b9bc551-66bb-4948-849f-c0471caaeb19,9661,69,76,9765,17230,673765200,,
2023,11985,PN,WAS,"Way, Tress",FA,2013,447976,tress_way,2060052,,26945,Oklahoma,220,,,55e1ecbd-96c5-456e-833b-9cd3f046f3fc,9832,10,73,8759,16166,640414800,tressway/2541903,
2023,12015,CB,DEN,"Williams, K'Waun",FA,2014,554005,,2132716,,28265,Pittsburgh,185,,,63a656b9-bcbb-44a3-95c8-e8a63660e71b,9953,8,69,10192,17444,679294800,k'waunwilliams/2550654,
2023,12040,RB,ATL,"Smith, Keith",FA,2014,558973,,2130290,,28141,San Jose State,240,,,955093e0-39aa-48b4-b34d-259b369e6535,9990,40,72,10076,17315,702709200,keithsmith/2550400,
2023,12075,DE,TBB,"Barrett, Shaq",FA,2014,602273,,2130832,,27820,Colorado State,250,,,df483199-088f-47d6-b8fc-1574f74bb4e2,9995,56,74,9577,16967,721976400,shaquilbarrett/2550541,
2023,12083,DE,TEN,"Autry, Denico",FA,2014,652571,,2132722,,28266,Mississippi State,285,,,a21d1e4a-aae6-4ebe-8f70-1087151b2b50,9746,96,77,9778,17447,648018000,denicoautry/2550646,
2023,12088,S,NEP,"Phillips, Adrian",FA,2014,555857,,2133817,,28303,Texas,208,,,3c119ef7-fe68-439d-93e4-89ab4fd1df44,10002,21,71,10229,17487,701758800,adrianphillips/2550842,
2023,12110,TE,FA,"Brate, Cameron",FA,2014,552926,,2132787,,28267,Harvard,245,,,5afe93fd-0caf-4cca-83fc-7f405bebfa3e,10008,84,77,10193,17453,678517200,,
2023,12126,DT,DEN,"Purcell, Mike",FA,2013,495939,,2058552,,27217,Wyoming,328,,,291aca07-a3b7-4666-a8c0-2e0c01024de5,9935,58,75,8997,16377,672123600,,
2023,12140,QB,NOS,"Winston, Jameis",TBB,2015,691536,Jaboowins,1998197,,28389,Florida State,231,1,1,fb3b36fc-b985-4807-8199-d038d7e62a93,10037,19,76,9376,2969939,757832400,,
2023,12141,QB,PHI,"Mariota, Marcus",TEN,2015,607843,,1880862,,28390,Oregon,222,2,1,7c16c04c-04de-41f3-ac16-ad6a9435e3f7,10074,18,76,9385,2576980,751957200,marcusmariota/2552466,
2023,12145,QB,FA,"Mannion, Sean",FA,2015,557860,seanmannion4,1737484,,28477,Oregon State,230,25,3,91ead748-e3b0-4926-bd3b-3e327b44e6bc,10176,19,78,10409,2517017,704178000,,
2023,12150,RB,FA,"Gurley, Todd",FA,2015,694641,TG3II,2000877,,28398,,227,10,1,14263792-d1d3-4b0c-85f7-2a85b4aed6f1,10147,21,73,10288,2977644,775890000,,
2023,12151,RB,FA,"Gordon, Melvin",FA,2015,606516,Melvingordon25,1871347,,28403,Wisconsin,215,15,1,0f8ccece-d663-4069-944b-f318f64c60b7,10064,33,73,10284,2576434,734677200,melvingordon/2552469,
2023,12152,RB,FA,"Coleman, Tevin",ATL,2015,696080,Teco_Raww,2001839,,28461,Indiana,210,9,3,5827b78b-5150-4ba9-bc46-902428e99a31,10081,23,73,10359,2979477,734936400,,
2023,12155,RB,LVR,"Abdullah, Ameer",DET,2015,590796,Ameerguapo,1824308,,28442,Nebraska,203,22,2,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,10126,38,69,10338,2576336,739947600,,
2023,12157,RB,FA,"Johnson, Duke",CLE,2015,691583,DukeJohnson,1998316,,28465,Miami,210,13,3,31c376b7-2e10-473a-aa54-d9f709a5b93e,10084,25,69,10358,2969962,748760400,dukejohnson/2552461,
2023,12164,RB,FA,"Davis, Mike",SFO,2015,694015,,2000079,,28514,South Carolina,217,27,4,e311a7a2-eddb-439c-86b4-b1f1984186bc,10083,28,69,10378,3025433,730098000,,
2023,12171,RB,FA,"Johnson, David",ARI,2015,552409,,1760290,,28474,Northern Iowa,224,22,3,2c8670ae-0c23-4d20-9d2b-f4c3e25f8938,10148,31,73,10404,2508176,692859600,davidjohnson/2553435,
2023,12173,DT,FA,"Brown, Malcom",NEP,2015,691336,MallyCat_28,1996819,,28420,Texas,320,32,1,7f911008-146b-43e9-a292-9ad90c621087,10058,90,74,10313,2971698,760165200,malcombrown/2552483,
2023,12175,WR,CLE,"Cooper, Amari",FA,2015,650914,AmariCooper9,1984220,,28392,Alabama,210,4,1,00f88be8-45f9-4237-b2b8-3271ec790d07,10055,18,73,10310,2976499,771829200,amaricooper/2552487,
2023,12176,WR,NEP,"Parker, DeVante",MIA,2015,602241,DeVanteParker09,1851283,,28402,Louisville,218,14,1,e9ee9209-dd8f-4e4a-be3c-407756a2749c,10152,13,75,10415,2576623,727506000,devanteparker/2552409,
2023,12177,WR,FA,"White, Kevin",CHI,2015,728038,kwhite8,2060558,,28395,West Virginia,216,7,1,5b496c58-83ef-4763-b1e0-5f052af46b3e,10151,18,75,10427,3042435,709448400,kevinwhite/2553432,
2023,12181,WR,BAL,"Agholor, Nelson",PHI,2015,691055,nelsonagholor,1996508,,28408,USC,200,20,1,cfb0ff68-51cb-4dad-ba81-f9e019a93a91,10132,15,72,10360,2971618,738219600,nelsonagholor/2552600,
2023,12184,WR,WAS,"Crowder, Jamison",WAS,2015,599649,,1850749,,28493,Duke,177,6,4,8002dd5e-a75a-4d72-9a8c-0f4dbc80d459,10224,80,69,10373,2576716,740293200,jamisoncrowder/2552415,
2023,12186,WR,BUF,"Diggs, Stefon",MIN,2015,694041,stefon_diggs,2000038,,28534,Maryland,191,10,5,a1c40664-b265-4083-aad2-54b4c734f2c5,10133,8,72,10380,2976212,754549200,,
